,74040126_235
2022-01-14 06:40:03.905730+00:00,0.017586
2022-01-14 07:00:03.368032+00:00,0.019133
2022-01-14 07:20:02.601644+00:00,0.020082
2022-01-14 07:40:03.374864+00:00,0.019678
2022-01-14 08:00:03.014919+00:00,0.017586
2022-01-14 08:20:02.894155+00:00,0.017713
2022-01-14 08:40:02.680503+00:00,0.022143
2022-01-14 09:00:04.318954+00:00,0.020756
2022-01-14 09:20:02.923436+00:00,0.020644
2022-01-14 09:40:02.552228+00:00,0.020143
2022-01-14 10:00:02.854100+00:00,0.016242
2022-01-14 10:20:03.761679+00:00,0.017656
2022-01-14 10:40:03.900635+00:00,0.018947
2022-01-14 11:00:03.040771+00:00,0.016368
2022-01-14 11:20:03.317126+00:00,0.015823
2022-01-14 11:40:03.096068+00:00,0.012778
2022-01-14 12:00:02.776611+00:00,0.018162
2022-01-14 12:20:03.523890+00:00,0.01661
2022-01-14 12:40:02.844072+00:00,0.015409
2022-01-14 13:00:04.947774+00:00,0.014557
2022-01-14 13:20:03.394671+00:00,0.017361
2022-01-14 13:40:02.537134+00:00,0.017551
2022-01-14 13:54:03.619327+00:00,0.017464
2022-01-14 13:56:02.513287+00:00,0.017464
2022-01-14 13:58:02.225850+00:00,0.017464
2022-01-14 14:20:02.073219+00:00,0.021087
2022-01-14 14:40:03.630389+00:00,0.021432
2022-01-14 15:00:02.960802+00:00,0.022717
2022-01-14 15:20:02.069771+00:00,0.021054
2022-01-14 15:40:02.224244+00:00,0.022756
2022-01-14 16:00:06.485331+00:00,0.020864
2022-01-14 16:20:02.459784+00:00,0.02059
2022-01-14 16:40:02.628252+00:00,0.024287
2022-01-14 17:00:03.543768+00:00,0.027225
2022-01-14 17:20:03.069250+00:00,0.026909
2022-01-14 17:40:02.777270+00:00,0.026016
2022-01-14 18:00:02.910865+00:00,0.024951
2022-01-14 18:20:02.131134+00:00,0.025019
2022-01-14 18:40:02.301844+00:00,0.024634
2022-01-14 19:00:02.086904+00:00,0.028029
2022-01-14 19:20:02.861689+00:00,0.028452
2022-01-14 19:40:02.356938+00:00,0.029754
2022-01-14 20:00:03.979495+00:00,0.030945
2022-01-14 20:20:02.473947+00:00,0.031366
2022-01-14 20:40:03.452111+00:00,0.030356
2022-01-14 21:00:03.868194+00:00,0.030958
2022-01-14 21:20:02.159357+00:00,0.031441
2022-01-14 21:40:03.154034+00:00,0.031408
2022-01-14 22:00:02.523035+00:00,0.031603
2022-01-14 22:20:04.815799+00:00,0.032445
2022-01-14 22:40:03.222821+00:00,0.031697
2022-01-14 23:00:04.548087+00:00,0.031152
2022-01-14 23:20:02.593951+00:00,0.03043
2022-01-14 23:40:02.551261+00:00,0.027623
2022-01-15 00:00:04.255632+00:00,0.028673
2022-01-15 00:20:02.973163+00:00,0.029114
2022-01-15 00:40:02.841484+00:00,0.028522
2022-01-15 01:00:03.572206+00:00,0.027306
2022-01-15 01:20:02.210663+00:00,0.022875
2022-01-15 01:40:02.924098+00:00,0.025702
2022-01-15 02:00:02.985032+00:00,0.027183
2022-01-15 02:20:04.296149+00:00,0.024725
2022-01-15 02:40:03.022248+00:00,0.022213
2022-01-15 03:00:03.447379+00:00,0.01547
2022-01-15 03:20:03.049798+00:00,0.018104
2022-01-15 03:40:02.533347+00:00,0.018854
2022-01-15 04:00:02.315493+00:00,0.017018
2022-01-15 04:20:03.678452+00:00,0.014957
2022-01-15 04:40:02.559992+00:00,0.013764
2022-01-15 05:00:03.480645+00:00,0.014099
2022-01-15 05:20:03.828974+00:00,0.016123
2022-01-15 05:40:02.156061+00:00,0.016871
2022-01-15 06:00:02.930640+00:00,0.017757
2022-01-15 06:20:03.655919+00:00,0.017628
2022-01-15 06:40:02.891211+00:00,0.018021
2022-01-15 07:00:03.059221+00:00,0.019456
2022-01-15 07:20:02.634449+00:00,0.019506
2022-01-15 07:40:03.612076+00:00,0.0117
2022-01-15 08:00:03.037551+00:00,0.016519
2022-01-15 08:20:02.700954+00:00,0.021664
2022-01-15 08:40:03.511709+00:00,0.020383
2022-01-15 09:00:02.670283+00:00,0.02072
2022-01-15 09:20:02.901220+00:00,0.022345
2022-01-15 09:40:03.398896+00:00,0.021627
2022-01-15 10:00:02.636161+00:00,0.022442
2022-01-15 10:20:03.228564+00:00,0.021622
2022-01-15 10:40:03.191624+00:00,0.01561
2022-01-15 11:00:03.206998+00:00,0.019187
2022-01-15 11:20:02.894758+00:00,0.019686
2022-01-15 11:40:03.771439+00:00,0.0189
2022-01-15 12:00:03.402549+00:00,0.019243
2022-01-15 12:20:03.526421+00:00,0.022806
2022-01-15 12:40:03.754828+00:00,0.024702
2022-01-15 13:00:04.406783+00:00,0.020759
2022-01-15 13:20:02.282758+00:00,0.02293
2022-01-15 13:40:03.066758+00:00,0.022566
2022-01-15 14:00:02.681567+00:00,0.023753
2022-01-15 14:20:02.734760+00:00,0.023877
2022-01-15 14:40:03.237205+00:00,0.022789
2022-01-15 15:00:03.487489+00:00,0.02275
2022-01-15 15:20:02.578840+00:00,0.020748
2022-01-15 15:40:04.417549+00:00,0.022202
2022-01-15 16:00:03.321283+00:00,0.017895
2022-01-15 16:20:03.120857+00:00,0.019576
2022-01-15 16:40:02.442637+00:00,0.020874
2022-01-15 17:00:03.552873+00:00,0.021397
2022-01-15 17:20:02.895521+00:00,0.020247
2022-01-15 17:40:02.862980+00:00,0.022187
2022-01-15 18:00:04.632980+00:00,0.016533
2022-01-15 18:20:02.931226+00:00,0.019087
2022-01-15 18:40:02.778645+00:00,0.020075
2022-01-15 19:00:04.704483+00:00,0.01969
2022-01-15 19:20:03.746802+00:00,0.019416
2022-01-15 19:40:03.556467+00:00,0.01928
2022-01-15 20:00:02.871046+00:00,0.020008
2022-01-15 20:20:02.689423+00:00,0.017799
2022-01-15 20:40:02.065681+00:00,0.018119
2022-01-15 21:00:02.900358+00:00,0.016443
2022-01-15 21:20:02.308699+00:00,0.014285
2022-01-15 21:40:03.312246+00:00,0.014504
2022-01-15 22:00:02.630723+00:00,0.015648
2022-01-15 22:20:02.967058+00:00,0.0195
2022-01-15 22:40:02.775503+00:00,0.021118
2022-01-15 23:00:05.060749+00:00,0.024581
2022-01-15 23:20:02.916000+00:00,0.024301
2022-01-15 23:40:02.790683+00:00,0.027025
2022-01-16 00:00:03.194880+00:00,0.026872
2022-01-16 00:20:05.835066+00:00,0.022636
