,74040126_233
2022-01-14 06:40:03.924484+00:00,0.0
2022-01-14 07:00:03.398344+00:00,0.0
2022-01-14 07:20:02.691096+00:00,0.0
2022-01-14 07:40:03.382010+00:00,0.0
2022-01-14 08:00:03.038716+00:00,0.0
2022-01-14 08:20:02.913386+00:00,0.0
2022-01-14 08:40:02.737559+00:00,0.0
2022-01-14 09:00:04.325814+00:00,0.0
2022-01-14 09:20:02.935847+00:00,0.0
2022-01-14 09:40:02.626370+00:00,0.0
2022-01-14 10:00:02.901371+00:00,0.0
2022-01-14 10:20:03.768022+00:00,0.0
2022-01-14 10:40:03.920815+00:00,0.0
2022-01-14 11:00:03.139208+00:00,0.0
2022-01-14 11:20:03.423734+00:00,0.0
2022-01-14 11:40:03.107830+00:00,0.0
2022-01-14 12:00:02.787713+00:00,0.0
2022-01-14 12:20:03.561463+00:00,0.0
2022-01-14 12:40:02.854179+00:00,0.0
2022-01-14 13:00:05.097539+00:00,0.0
2022-01-14 13:20:03.431069+00:00,0.0
2022-01-14 13:40:02.553445+00:00,0.0
2022-01-14 13:54:03.637237+00:00,0.0
2022-01-14 13:56:02.521676+00:00,0.0
2022-01-14 13:58:02.241662+00:00,0.0
2022-01-14 14:20:02.083320+00:00,0.0
2022-01-14 14:40:03.638768+00:00,0.0
2022-01-14 15:00:03.004159+00:00,0.0
2022-01-14 15:20:02.098292+00:00,0.0
2022-01-14 15:40:02.266943+00:00,0.0
2022-01-14 16:00:06.495673+00:00,0.0
2022-01-14 16:20:02.601806+00:00,0.0
2022-01-14 16:40:02.671207+00:00,0.0
2022-01-14 17:00:03.550395+00:00,0.0
2022-01-14 17:20:03.079348+00:00,0.0
2022-01-14 17:40:02.789271+00:00,0.0
2022-01-14 18:00:02.925947+00:00,0.0
2022-01-14 18:20:02.154651+00:00,0.0
2022-01-14 18:40:02.348583+00:00,0.0
2022-01-14 19:00:02.100582+00:00,0.0
2022-01-14 19:20:02.872247+00:00,0.0
2022-01-14 19:40:02.424703+00:00,0.0
2022-01-14 20:00:03.992770+00:00,0.0
2022-01-14 20:20:02.530272+00:00,0.0
2022-01-14 20:40:03.461158+00:00,0.0
2022-01-14 21:00:03.901268+00:00,0.0
2022-01-14 21:20:02.215715+00:00,0.0
2022-01-14 21:40:03.167092+00:00,0.0
2022-01-14 22:00:02.537633+00:00,0.0
2022-01-14 22:20:04.830916+00:00,0.0
2022-01-14 22:40:03.252793+00:00,0.0
2022-01-14 23:00:04.583519+00:00,0.0
2022-01-14 23:20:02.605141+00:00,0.0
2022-01-14 23:40:02.580860+00:00,0.0
2022-01-15 00:00:04.271891+00:00,0.0
2022-01-15 00:20:02.986686+00:00,0.0
2022-01-15 00:40:02.854903+00:00,0.0
2022-01-15 01:00:03.621875+00:00,0.0
2022-01-15 01:20:02.231438+00:00,0.0
2022-01-15 01:40:02.942480+00:00,0.0
2022-01-15 02:00:02.998987+00:00,0.0
2022-01-15 02:20:04.334871+00:00,0.0
2022-01-15 02:40:03.041151+00:00,0.0
2022-01-15 03:00:03.533772+00:00,0.0
2022-01-15 03:20:03.184101+00:00,0.0
2022-01-15 03:40:02.545163+00:00,0.0
2022-01-15 04:00:02.347777+00:00,0.0
2022-01-15 04:20:03.702267+00:00,0.0
2022-01-15 04:40:02.587834+00:00,0.0
2022-01-15 05:00:03.489616+00:00,0.0
2022-01-15 05:20:03.839558+00:00,0.0
2022-01-15 05:40:02.180715+00:00,0.0
2022-01-15 06:00:02.951524+00:00,0.0
2022-01-15 06:20:03.669052+00:00,0.0
2022-01-15 06:40:02.933626+00:00,0.0
2022-01-15 07:00:03.077129+00:00,0.0
2022-01-15 07:20:02.676792+00:00,0.0
2022-01-15 07:40:03.619408+00:00,0.0
2022-01-15 08:00:03.077456+00:00,0.0
2022-01-15 08:20:02.709185+00:00,0.0
2022-01-15 08:40:03.525784+00:00,0.0
2022-01-15 09:00:02.696452+00:00,0.0
2022-01-15 09:20:02.911513+00:00,0.0
2022-01-15 09:40:03.417263+00:00,0.0
2022-01-15 10:00:02.678633+00:00,0.0
2022-01-15 10:20:03.255743+00:00,0.0
2022-01-15 10:40:03.212345+00:00,0.0
2022-01-15 11:00:03.230664+00:00,0.0
2022-01-15 11:20:02.902266+00:00,0.0
2022-01-15 11:40:03.783133+00:00,0.0
2022-01-15 12:00:03.424802+00:00,0.0
2022-01-15 12:20:03.535880+00:00,0.0
2022-01-15 12:40:03.769610+00:00,0.0
2022-01-15 13:00:04.420887+00:00,0.0
2022-01-15 13:20:02.289909+00:00,0.0
2022-01-15 13:40:03.097039+00:00,0.0
2022-01-15 14:00:02.702646+00:00,0.0
2022-01-15 14:20:02.747461+00:00,0.0
2022-01-15 14:40:03.245286+00:00,0.0
2022-01-15 15:00:03.537837+00:00,0.0
2022-01-15 15:20:02.587647+00:00,0.0
2022-01-15 15:40:04.432872+00:00,0.0
2022-01-15 16:00:03.338379+00:00,0.0
2022-01-15 16:20:03.157207+00:00,0.0
2022-01-15 16:40:02.478183+00:00,0.0
2022-01-15 17:00:03.565051+00:00,0.0
2022-01-15 17:20:02.904157+00:00,0.0
2022-01-15 17:40:02.886437+00:00,0.0
2022-01-15 18:00:04.648529+00:00,0.0
2022-01-15 18:20:02.986190+00:00,0.0
2022-01-15 18:40:02.791767+00:00,0.0
2022-01-15 19:00:04.711873+00:00,0.0
2022-01-15 19:20:03.780491+00:00,0.0
2022-01-15 19:40:03.581359+00:00,0.0
2022-01-15 20:00:02.957716+00:00,0.0
2022-01-15 20:20:02.721174+00:00,0.0
2022-01-15 20:40:02.077219+00:00,0.0
